policy,family,budget_fraction,budget_ms,seed,rows,recall,false_positive_rate,mean_total_cost_ms,acquisition_rate
signed_value_cost_aware,Ridge,0.3,1154.5747014991466,5772,1687,0.5292096219931272,0.022206303724928367,1161.9291126787195,0.2868998221695317
signed_value_cost_aware,Ridge,0.3,1154.5747014991466,8111,1687,0.49828178694158076,0.022922636103151862,1155.4475091624186,0.2845287492590397
signed_value_cost_aware,Ridge,0.5,1895.1034637595142,1729,1687,0.6666666666666666,0.03151862464183381,1904.8463245305277,0.48014226437462953
signed_value_cost_aware,Ridge,0.5,1895.1034637595142,2718,1687,0.6701030927835051,0.0336676217765043,1898.9248913716658,0.4819205690574985
signed_value_cost_aware,Ridge,0.5,1895.1034637595142,3141,1687,0.6735395189003437,0.03008595988538682,1915.8328573775934,0.47954949614700654
signed_value_cost_aware,Ridge,0.5,1895.1034637595142,5772,1687,0.6838487972508591,0.03008595988538682,1891.7581276484882,0.47658565500889155
signed_value_cost_aware,Ridge,0.5,1895.1034637595142,8111,1687,0.6838487972508591,0.03008595988538682,1890.8434769786604,0.48073503260225253
signed_value_cost_aware,Ridge,0.75,2820.764416584974,1729,1687,0.8075601374570447,0.03939828080229226,2823.6151142726735,0.7131001778304683
signed_value_cost_aware,Ridge,0.75,2820.764416584974,2718,1687,0.7938144329896907,0.03939828080229226,2819.84714411559,0.7184350918790753
signed_value_cost_aware,Ridge,0.75,2820.764416584974,3141,1687,0.8109965635738832,0.042263610315186245,2831.1537979934797,0.7125074096028453
signed_value_cost_aware,Ridge,0.75,2820.764416584974,5772,1687,0.8144329896907216,0.04083094555873926,2817.083460825134,0.7142857142857143
signed_value_cost_aware,Ridge,0.75,2820.764416584974,8111,1687,0.8006872852233677,0.03796561604584527,2820.589446284529,0.7119146413752223
signed_value_cost_aware,Ridge,1.0,3746.425369410433,1729,1687,0.852233676975945,0.04512893982808023,3747.153761360403,0.976882039122703
signed_value_cost_aware,Ridge,1.0,3746.425369410433,2718,1687,0.852233676975945,0.044412607449856735,3743.4937295358623,0.975696502667457
signed_value_cost_aware,Ridge,1.0,3746.425369410433,3141,1687,0.8556701030927835,0.0494269340974212,3747.4490558298753,0.976882039122703
signed_value_cost_aware,Ridge,1.0,3746.425369410433,5772,1687,0.8625429553264605,0.0494269340974212,3754.165701457617,0.977474807350326
signed_value_cost_aware,Ridge,1.0,3746.425369410433,8111,1687,0.8625429553264605,0.04512893982808023,3743.133458611737,0.973918197984588
threshold_distance,threshold_distance,0.1,414.045939238779,1729,1687,0.29896907216494845,0.02865329512893983,414.5201140426793,0.09187907528156491
threshold_distance,threshold_distance,0.1,414.045939238779,2718,1687,0.2920962199312715,0.02650429799426934,419.8560571185536,0.0942501481920569
threshold_distance,threshold_distance,0.1,414.045939238779,3141,1687,0.3024054982817869,0.025787965616045846,414.2849855832839,0.09187907528156491
threshold_distance,threshold_distance,0.1,414.045939238779,5772,1687,0.29896907216494845,0.029369627507163324,415.6383291031417,0.09187907528156491
threshold_distance,threshold_distance,0.1,414.045939238779,8111,1687,0.29553264604810997,0.029369627507163324,419.7475510758743,0.09306461173681091
threshold_distance,threshold_distance,0.2,784.3103203689628,1729,1687,0.39862542955326463,0.01862464183381089,793.0430232513336,0.1825726141078838
threshold_distance,threshold_distance,0.2,784.3103203689628,2718,1687,0.40893470790378006,0.01862464183381089,809.6544713491405,0.1896858328393598
threshold_distance,threshold_distance,0.2,784.3103203689628,3141,1687,0.39862542955326463,0.020773638968481375,790.9814641268524,0.18494368701837582
threshold_distance,threshold_distance,0.2,784.3103203689628,5772,1687,0.39862542955326463,0.019340974212034383,802.6815734386486,0.18612922347362182
threshold_distance,threshold_distance,0.2,784.3103203689628,8111,1687,0.40893470790378006,0.022922636103151862,779.7240744463545,0.1825726141078838
threshold_distance,threshold_distance,0.3,1154.5747014991466,1729,1687,0.4639175257731959,0.01862464183381089,1176.389291677534,0.27504445761707175
threshold_distance,threshold_distance,0.3,1154.5747014991466,2718,1687,0.47766323024054985,0.0164756446991404,1169.6371322625964,0.2732661529342027
threshold_distance,threshold_distance,0.3,1154.5747014991466,3141,1687,0.4639175257731959,0.017191977077363897,1155.856351032602,0.2697095435684647
threshold_distance,threshold_distance,0.3,1154.5747014991466,5772,1687,0.4639175257731959,0.020773638968481375,1146.8598888867814,0.2685240071132187
threshold_distance,threshold_distance,0.3,1154.5747014991466,8111,1687,0.46735395189003437,0.02148997134670487,1155.1291671232957,0.2708950800237107
threshold_distance,threshold_distance,0.5,1895.1034637595142,1729,1687,0.6288659793814433,0.029369627507163324,2072.846428726734,0.5210432720806165
threshold_distance,threshold_distance,0.5,1895.1034637595142,2718,1687,0.6151202749140894,0.030802292263610316,2099.887203247777,0.5293420272673385
threshold_distance,threshold_distance,0.5,1895.1034637595142,3141,1687,0.6323024054982818,0.03008595988538682,2104.2392164072317,0.5305275637225845
threshold_distance,threshold_distance,0.5,1895.1034637595142,5772,1687,0.6185567010309279,0.03151862464183381,2056.471836395969,0.5180794309425015
threshold_distance,threshold_distance,0.5,1895.1034637595142,8111,1687,0.6288659793814433,0.029369627507163324,2191.9245365969177,0.5518672199170125
threshold_distance,threshold_distance,0.75,2820.764416584974,1729,1687,0.7216494845360825,0.03724928366762178,2906.183681035566,0.7617071724955542
threshold_distance,threshold_distance,0.75,2820.764416584974,2718,1687,0.7250859106529209,0.03796561604584527,2935.50175513278,0.7628927089508002
threshold_distance,threshold_distance,0.75,2820.764416584974,3141,1687,0.718213058419244,0.03510028653295129,2941.01210460166,0.7664493183165383
threshold_distance,threshold_distance,0.75,2820.764416584974,5772,1687,0.7353951890034365,0.04369627507163324,2865.4660965216362,0.7457024303497333
threshold_distance,threshold_distance,0.75,2820.764416584974,8111,1687,0.7319587628865979,0.036532951289398284,2959.485982461174,0.7741553052756373
