layer,contrast,seed,stack,policy_kind,target_key,left_risk_gate_pass,left_recall,left_fpr,left_row_fpr_upper95,left_dependency_group_event_upper95,left_outer_acquisition_rate,left_decision_threshold,left_acquisition_threshold,right_risk_gate_pass,right_recall,right_fpr,right_row_fpr_upper95,right_dependency_group_event_upper95,right_outer_acquisition_rate,right_decision_threshold,right_acquisition_threshold,pass_flip,left_pass_right_fail,left_fail_right_pass,delta_recall_left_minus_right,delta_fpr_left_minus_right,delta_row_fpr_upper95_left_minus_right,delta_dependency_group_event_upper95_left_minus_right,delta_outer_acquisition_rate_left_minus_right,delta_decision_threshold_left_minus_right,delta_acquisition_threshold_left_minus_right
fixed_policy_measurement,grouping_at_audited,2718,compact_to_qwen,selective_deployable,0.25,False,0.36619718309859156,0.04297994269340974,0.06541143768987555,0.06541143768987555,,,,False,0.36619718309859156,0.04297994269340974,0.06541143768987555,0.06578397786941731,,,,False,False,False,0.0,0.0,0.0,-0.000372540179541761,,,
fixed_policy_measurement,grouping_at_audited,2718,compact_to_qwen,selective_deployable,0.50,False,0.647887323943662,0.04871060171919771,0.0721711346734761,0.0721711346734761,,,,False,0.647887323943662,0.04871060171919771,0.0721711346734761,0.0725819148103667,,,,False,False,False,0.0,0.0,0.0,-0.00041078013689059556,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_compact_to_qwen,cheap_only,anchor,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.0920773606800653,,,,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.09260053407755514,,,,False,False,False,0.0,0.0,0.0,-0.0005231733974898345,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_compact_to_qwen,full_information,anchor,False,0.8028169014084507,0.05157593123209169,0.07552475092839267,0.07552475092839267,,,,False,0.8028169014084507,0.05157593123209169,0.07552475092839267,0.07595448844757033,,,,False,False,False,0.0,0.0,0.0,-0.0004297375191776587,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_compact_to_qwen,selective_deployable,0.10,False,0.29577464788732394,0.04011461318051576,0.06200219374162649,0.06200219374162649,,,,False,0.29577464788732394,0.04011461318051576,0.06200219374162649,0.06235543281596552,,,,False,False,False,0.0,0.0,0.0,-0.00035323907433902624,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_compact_to_qwen,selective_deployable,0.25,False,0.4788732394366197,0.04011461318051576,0.06200219374162649,0.06200219374162649,,,,False,0.4788732394366197,0.04011461318051576,0.06200219374162649,0.06235543281596552,,,,False,False,False,0.0,0.0,0.0,-0.00035323907433902624,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_compact_to_qwen,selective_deployable,0.50,False,0.6901408450704225,0.045845272206303724,0.0688005183497085,0.0688005183497085,,,,False,0.6901408450704225,0.045845272206303724,0.0688005183497085,0.06919223556730196,,,,False,False,False,0.0,0.0,0.0,-0.0003917172175934569,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_to_compact,cheap_only,anchor,False,0.2535211267605634,0.07449856733524356,0.10186684887996843,0.10186684887996843,,,,False,0.2535211267605634,0.07449856733524356,0.10186684887996843,0.10244518112436252,,,,False,False,False,0.0,0.0,0.0,-0.0005783322443940891,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_to_compact,full_information,anchor,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.0920773606800653,,,,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.09260053407755514,,,,False,False,False,0.0,0.0,0.0,-0.0005231733974898345,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_to_compact,selective_deployable,0.10,False,0.2535211267605634,0.07736389684813753,0.10511016803183339,0.10511016803183339,,,,False,0.2535211267605634,0.07736389684813753,0.10511016803183339,0.10570675870055461,,,,False,False,False,0.0,0.0,0.0,-0.0005965906687212252,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_to_compact,selective_deployable,0.25,False,0.2535211267605634,0.08595988538681948,0.11478722277063949,0.11478722277063949,,,,False,0.2535211267605634,0.08595988538681948,0.11478722277063949,0.11543824422626413,,,,False,False,False,0.0,0.0,0.0,-0.0006510214556246369,,,
fixed_policy_measurement,grouping_at_audited,2718,rule_to_compact,selective_deployable,0.50,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.0920773606800653,,,,False,0.2535211267605634,0.0659025787965616,0.0920773606800653,0.09260053407755514,,,,False,False,False,0.0,0.0,0.0,-0.0005231733974898345,,,
